Unit,FileName,ImageID,ObjectID,BorderObject,Area,FilledArea,MajorAxisLength,MinorAxisLength,Eccentricity,Orientation,ConvexArea,Circularity,EulerNumber,EquivDiameter,Solidity,Extent,Perimeter,Centroid_x,Centroid_y,Centroid_x_pixels,Centroid_y_pixels,BoundingBox_x,BoundingBox_y,BoundingBox_w,BoundingBox_h
um,O_O_A6_002.png,1,1,1,11.7071303644139,11.7071303644139,4.42075818779934,3.57768023516531,0.587407799848354,90,11.7071303644139,0.955243026453948,1,3.86082650935542,1,0.833333333333333,9.01085380742612,202.333052592301,2.38038885402707,187,2.2,200.710060191828,0.540997466824335,3.24598480094601,4.32797973459468
um,O_O_A6_002.png,1,2,1,11.7071303644139,11.7071303644139,4.60748626991666,3.47138870220119,0.657535505639407,1.29818558427082e-15,11.7071303644139,0.986295854136924,1,3.86082650935542,1,0.833333333333333,8.81393072950206,583.736266703457,1.94759088056761,539.5,1.8,581.57227683616,0.540997466824335,4.32797973459468,3.24598480094601
um,O_O_A6_002.png,1,3,1,22.2435476923864,22.2435476923864,6.26605446940806,4.77522032595413,0.647485592003277,-69.0332427505629,23.4142607288278,0.892328341811612,1,5.32178208283174,0.95,0.633333333333333,14.2996450431008,2074.98154722929,997.941011434699,1917.73684210526,922.315789473684,2072.56129540403,994.894341489952,5.40997466824335,6.49196960189202
um,O_O_A6_002.png,1,4,1,40.9749562754486,40.9749562754486,12.3609475571594,5.12508527620871,0.909995044007579,-89.6537769520482,44.4870953847728,0.558937001669743,1,7.22294501389118,0.921052631578947,0.583333333333333,26.9524937971884,2075.9463938393,1160.5168516906,1918.62857142857,1072.57142857143,2072.56129540403,1153.94759673631,5.40997466824335,12.983939203784
um,O_O_A6_002.png,1,5,1,4.68285214576556,4.68285214576556,3.30554912333583,2.25235206497105,0.7319250547114,90,4.68285214576556,0.840875939413586,1,2.4418010840641,1,0.666666666666667,4.96635674544739,2077.15977387203,1169.63652327421,1919.75,1081,2075.80728020497,1168.01353087374,2.16398986729734,3.24598480094601
um,O_O_A6_002.png,1,6,1,18.7314085830622,18.7314085830622,10.2266171299261,2.48407594413761,0.970050583386433,90,18.7314085830622,0.539241890112598,1,4.8836021681282,1,0.888888888888889,17.4936940872317,2076.95689982197,1180.4564726107,1919.5625,1091,2075.80728020497,1175.58749540928,2.16398986729734,9.73795440283803
um,O_O_A6_002.png,1,7,0,9.36570429153111,9.36570429153111,3.95088688177121,3.30554912333583,0.547722557505166,0,9.36570429153111,0.936368556122002,1,3.45322820970078,1,0.666666666666667,7.81200342094339,4.86897720141901,1156.65258407043,4.5,1069,2.70498733412167,1155.02959166995,4.32797973459468,3.24598480094601
um,O_O_A6_002.png,1,8,0,5.85356518220694,5.85356518220694,3.00890580585037,3.00890580585037,0,0,5.85356518220694,0.817743873391467,1,2.73001660575,1,0.555555555555556,6.08513950684012,8.65595946918936,500.963654279334,8,463,7.03296706871635,499.340661878861,3.24598480094601,3.24598480094601
um,O_O_A6_002.png,1,9,0,11.7071303644139,11.7071303644139,4.5047041299421,3.62965894220845,0.59225774015139,-45,11.7071303644139,0.907474877945258,1,3.86082650935542,1,0.625,9.33328829765342,58.1031279369336,430.958582072265,53.7,398.3,55.7227390829065,429.010991191697,4.32797973459468,4.32797973459468
um,O_O_A6_002.png,1,10,0,35.1213910932417,35.1213910932417,7.13351199040971,6.39181377914587,0.444001142245072,44.9999999999999,35.1213910932417,1,1,6.68714767341238,1,0.833333333333333,17.4222824216109,62.3589746759517,738.60580820637,57.6333333333333,682.633333333333,58.9687238838525,735.215557414271,6.49196960189202,6.49196960189202
um,O_O_A6_002.png,1,11,0,5.85356518220694,5.85356518220694,3.00890580585037,3.00890580585037,0,0,5.85356518220694,0.817743873391467,1,2.73001660575,1,0.555555555555556,6.08513950684012,62.7557061516228,439.28994306136,58,406,61.1327137511498,437.666950660887,3.24598480094601,3.24598480094601
um,O_O_A6_002.png,1,12,0,5.85356518220694,5.85356518220694,3.00890580585037,3.00890580585037,0,0,5.85356518220694,0.817743873391467,1,2.73001660575,1,0.555555555555556,6.08513950684012,69.2476757535149,104.953508563921,64,97,67.6246833530418,103.330516163448,3.24598480094601,3.24598480094601
um,O_O_A6_002.png,1,13,0,28.0971128745933,28.0971128745933,6.6973309285735,5.48077302566471,0.574717566567462,70.3951160037717,28.0971128745933,1,1,5.98116670933186,1,0.8,15.3015723516595,73.4404061214035,110.724148210047,67.875,102.333333333333,70.8706681539879,107.658495898043,5.40997466824335,6.49196960189202
um,O_O_A6_002.png,1,14,0,9.36570429153111,9.36570429153111,3.95088688177121,3.30554912333583,0.547722557505166,0,9.36570429153111,0.936368556122002,1,3.45322820970078,1,0.666666666666667,7.81200342094339,142.2823337748,440.371937995009,131.5,407,140.118343907503,438.748945594536,4.32797973459468,3.24598480094601
um,O_O_A6_002.png,1,15,0,5.85356518220694,5.85356518220694,3.00890580585037,3.00890580585037,0,0,5.85356518220694,0.817743873391467,1,2.73001660575,1,0.555555555555556,6.08513950684012,180.693153919328,222.890956331626,167,206,179.070161518855,221.267963931153,3.24598480094601,3.24598480094601
um,O_O_A6_002.png,1,16,0,15.2192694737381,15.2192694737381,5.44567670928331,3.83376744712719,0.710197961544802,70.2059345761585,16.3899825101794,0.89034268275111,1,4.40201950653833,0.928571428571429,0.65,11.2570752896808,214.484688000971,149.065609704982,198.230769230769,137.769230769231,212.612004461964,146.610313509395,4.32797973459468,5.40997466824335
um,O_O_A6_002.png,1,17,0,12.8778434008553,12.8778434008553,5.03993306260274,3.43192113395002,0.732333837236824,90,12.8778434008553,0.910476739226441,1,4.04926900426184,1,0.733333333333333,9.93271349089479,225.054946198923,597.261203374066,208,552,223.43195379845,594.556216039944,3.24598480094601,5.40997466824335
um,O_O_A6_002.png,1,18,0,38.6335302025658,38.6335302025658,9.8690745258264,5.92502093432639,0.799728097090143,36.573094686319,44.4870953847728,0.600737688664593,1,7.01353964889535,0.868421052631579,0.589285714285714,25.028706805161,231.612491251339,611.064835709402,214.060606060606,564.757575757576,227.759933533045,606.458160310079,7.57396453554069,8.65595946918936
um,O_O_A6_002.png,1,19,0,5.85356518220694,5.85356518220694,3.00890580585037,3.00890580585037,0,0,5.85356518220694,0.817743873391467,1,2.73001660575,1,0.555555555555556,6.08513950684012,231.546915800815,566.965345231903,214,524,229.923923400342,565.34235283143,3.24598480094601,3.24598480094601
